order_id,order_date,customer_id,product_id,quantity,sales_amount
112,2024-07-29,10697,2041,4,7372
113,2025-01-25,10574,2040,5,6345
114,2025-05-13,10479,2003,3,22107
115,2025-06-23,10820,2145,3,28452
116,2025-07-16,10445,2194,4,24684
117,2025-05-05,10296,2110,5,14540
118,2025-03-17,10678,2114,3,19386
119,2024-09-17,10171,2112,4,13268
120,2024-12-15,10575,2180,4,28100
121,2024-12-17,10147,2150,1,5417
122,2025-06-03,10484,2004,3,29805
123,2024-11-15,10306,2134,5,40965
124,2024-05-17,10673,2166,3,4035
125,2025-07-03,10653,2026,3,5247
126,2025-09-14,10846,2139,3,14175
127,2025-01-02,10609,2017,4,16732
128,2024-08-07,10446,2092,2,9886
129,2024-12-02,10221,2031,2,16244
130,2024-08-10,10555,2163,1,7679
131,2025-10-09,10945,2144,3,18468
132,2024-12-25,10804,2107,2,10152
133,2024-11-24,10378,2146,1,4759
134,2025-04-07,10620,2111,4,3360
135,2025-07-14,10266,2101,3,22863
136,2025-01-16,10095,2112,5,16585
137,2025-08-12,10262,2062,4,11900
138,2025-09-08,10825,2112,1,3317
139,2024-06-17,10897,2155,4,6192
140,2024-08-04,10071,2163,5,38395
141,2025-01-12,10954,2116,4,32296
142,2024-04-28,10219,2173,1,4849
143,2024-07-08,10533,2035,5,8000
144,2025-01-04,10092,2028,5,46765
145,2024-05-28,10127,2103,4,23120
146,2025-11-06,10080,2125,5,44675
147,2025-10-13,10824,2102,4,21580
148,2025-05-02,10238,2137,3,21663
149,2025-01-08,10983,2143,5,32985
150,2025-11-23,10372,2021,4,2580
151,2024-06-08,10916,2052,3,25029
152,2024-12-16,10486,2163,5,38395
153,2024-10-14,10694,2097,3,2355
154,2024-10-14,10025,2051,5,28005
155,2024-08-13,10156,2083,1,2993
156,2025-06-06,10517,2055,1,5689
157,2025-06-05,10632,2077,4,18844
158,2024-09-29,10789,2127,2,2120
159,2025-02-05,10530,2172,1,2384
160,2024-07-01,10943,2193,2,4276
161,2025-10-26,10710,2093,3,21810
162,2025-05-02,10057,2088,3,22869
163,2024-05-03,10605,2080,2,19416
164,2025-09-17,10019,2153,4,9840
165,2025-02-17,10384,2092,5,24715
166,2025-12-25,10865,2047,2,3482
167,2024-06-20,10193,2184,2,18296
168,2024-10-14,10237,2038,2,15842
169,2025-03-10,10387,2139,2,9450
170,2025-11-16,10426,2195,2,14856
171,2024-04-22,10277,2015,4,29228
172,2024-05-01,10227,2001,1,7785
173,2025-06-27,10745,2135,5,43820
174,2024-08-09,10552,2001,1,7785
175,2025-09-22,10323,2049,2,19764
176,2024-02-08,10153,2096,1,2868
177,2025-05-11,10639,2157,4,12116
178,2024-08-20,10237,2026,3,5247
179,2025-06-13,10998,2087,1,4219
180,2024-05-28,10055,2173,5,24245
181,2025-01-31,10980,2093,4,29080
182,2025-10-22,10436,2102,3,16185
183,2025-09-29,10684,2071,4,36132
184,2024-10-28,10109,2140,2,6956
185,2024-12-25,10866,2095,3,27165
186,2024-08-25,10981,2160,5,7315
187,2025-10-08,10184,2118,3,11301
188,2025-10-24,10951,2148,5,32005
189,2024-08-23,10368,2119,2,9812
190,2024-07-21,10983,2051,5,28005
191,2024-09-12,10198,2081,4,2828
192,2025-08-20,10371,2036,1,7152
193,2025-10-23,10373,2067,4,35032
194,2024-08-22,10973,2129,4,24192
195,2024-12-10,10497,2114,3,19386
196,2025-06-17,10599,2155,2,3096
197,2025-04-10,10201,2111,1,840
198,2025-06-24,10849,2168,5,17680
199,2024-07-31,10509,2142,3,19221
200,2025-04-07,10322,2100,2,14098
201,2025-03-11,10275,2197,1,1903
202,2024-10-09,10211,2109,4,27028
203,2025-07-15,10504,2120,2,17906
204,2025-08-29,10903,2079,2,7748
205,2025-04-07,10118,2134,2,16386
206,2025-02-10,10703,2161,4,4144
207,2024-03-28,10554,2183,5,28375
208,2024-02-13,10042,2019,3,11319
209,2025-04-05,10315,2127,5,5300
210,2024-10-04,10788,2029,1,3352
211,2025-11-13,10329,2189,3,20718
212,2025-02-24,10017,2198,1,9511
213,2025-12-01,10283,2024,4,3928
214,2024-12-18,10943,2151,5,44645
215,2025-11-26,10258,2010,2,10630
216,2025-05-29,10575,2182,3,3567
217,2025-12-03,10574,2105,2,6570
218,2025-09-21,10612,2169,1,6447
219,2024-01-19,10019,2177,2,15308
220,2024-01-23,10529,2145,2,18968
221,2025-02-16,10837,2184,4,36592
222,2024-01-30,10423,2173,4,19396
223,2024-04-17,10466,2158,5,17320
224,2025-01-01,10373,2172,1,2384
225,2024-10-07,10758,2055,4,22756
226,2024-05-07,10763,2147,4,35144
227,2024-08-16,10967,2157,5,15145
228,2024-04-20,10081,2002,3,5400
229,2024-05-15,10551,2164,5,42335
230,2024-12-27,10548,2147,2,17572
231,2024-07-04,10424,2135,2,17528
232,2025-10-17,10429,2154,4,30180
233,2025-08-06,10388,2111,4,3360
234,2024-05-08,10998,2038,5,39605
235,2024-09-17,10921,2131,5,40645
236,2025-05-29,10709,2102,1,5395
237,2025-03-24,10670,2194,2,12342
238,2024-04-13,10204,2095,5,45275
239,2025-04-27,10196,2092,3,14829
240,2024-08-11,10728,2071,1,9033
241,2025-05-05,10285,2171,5,16095
242,2025-04-17,10969,2190,4,36364
243,2024-01-10,10196,2199,5,18960
244,2025-02-08,10307,2024,4,3928
245,2024-10-28,10664,2167,4,25108
246,2024-08-18,10014,2068,2,16958
247,2025-12-31,10837,2128,2,18570
248,2024-03-06,10146,2093,5,36350
249,2024-04-21,10938,2044,5,35510
250,2024-01-13,10057,2133,3,10914
251,2025-01-27,10723,2055,1,5689
252,2025-05-14,10780,2158,1,3464
253,2025-08-20,10210,2029,5,16760
254,2024-08-21,10529,2154,2,15090
255,2025-08-24,10798,2154,3,22635
256,2024-11-09,10344,2037,1,9132
257,2025-07-19,10715,2115,5,28995
258,2024-01-12,10611,2181,2,8700
259,2024-07-27,10279,2158,2,6928
260,2024-01-14,10209,2003,2,14738
261,2025-09-24,10641,2122,4,36388
262,2025-02-21,10335,2043,2,14560
263,2025-03-12,10288,2007,5,2545
264,2025-01-11,10252,2125,3,26805
265,2024-01-20,10265,2049,5,49410
266,2025-08-09,10271,2121,2,3884
267,2024-03-10,10924,2073,3,17373
268,2024-07-29,10920,2041,1,1843
269,2024-04-10,10700,2106,1,4225
270,2025-11-28,10419,2077,5,23555
271,2024-05-11,10726,2182,3,3567
272,2025-09-14,10795,2127,5,5300
273,2025-01-15,10211,2197,3,5709
274,2024-05-11,10365,2091,3,23838
275,2024-01-20,10076,2155,5,7740
276,2025-06-19,10660,2008,3,18756
277,2024-08-14,10321,2032,2,15654
278,2024-06-02,10725,2064,3,14265
279,2025-04-13,10433,2138,3,22506
280,2025-02-08,10109,2013,5,9080
281,2024-07-20,10641,2191,1,7407
282,2024-02-07,10522,2093,4,29080
283,2024-07-06,10047,2163,3,23037
284,2024-02-26,10379,2061,4,22204
285,2024-01-20,10827,2182,3,3567
286,2024-09-29,10096,2008,5,31260
287,2024-04-28,10958,2029,5,16760
288,2025-08-05,10103,2095,3,27165
289,2025-05-30,10892,2041,5,9215
290,2024-08-08,10854,2158,5,17320
291,2025-06-09,10146,2149,3,29475
292,2025-05-29,10880,2011,1,1572
293,2025-12-28,10942,2002,3,5400
294,2024-12-01,10928,2178,1,6988
295,2025-11-28,10027,2169,5,32235
296,2024-02-24,10732,2194,1,6171
297,2025-05-14,10530,2131,5,40645
298,2025-06-19,10679,2080,1,9708
299,2024-06-10,10945,2179,1,5237
300,2025-10-31,10989,2196,3,5646
301,2025-08-16,10082,2087,1,4219
302,2024-06-07,10428,2153,5,12300
303,2024-07-06,10584,2158,3,10392
304,2024-02-29,10822,2106,1,4225
305,2024-11-14,10479,2139,3,14175
306,2024-07-29,10766,2017,4,16732
307,2025-02-09,10162,2154,3,22635
308,2025-10-25,10839,2023,4,14160
309,2024-04-18,10932,2184,4,36592
310,2024-03-16,10402,2180,3,21075
311,2025-06-25,10508,2048,5,8125
312,2024-11-09,10038,2020,5,37500
313,2024-04-26,10955,2002,5,9000
314,2025-12-04,10511,2088,2,15246
315,2024-01-19,10393,2031,4,32488
316,2025-03-07,10713,2155,3,4644
317,2025-11-15,10494,2130,5,11630
318,2024-12-15,10200,2078,5,5805
319,2024-07-01,10255,2004,3,29805
320,2024-04-22,10179,2141,4,31492
321,2024-07-01,10547,2163,3,23037
322,2025-04-25,10594,2128,2,18570
323,2024-05-25,10389,2200,2,19022
324,2025-09-19,10398,2194,3,18513
325,2024-04-22,10732,2134,4,32772
326,2025-04-20,10158,2031,5,40610
327,2024-10-29,10004,2138,2,15004
328,2024-04-27,10167,2021,2,1290
329,2024-06-09,10468,2023,4,14160
330,2025-02-04,10960,2131,2,16258
331,2024-07-16,10409,2160,2,2926
332,2024-09-16,10412,2148,4,25604
333,2025-10-21,10204,2029,3,10056
334,2024-02-16,10194,2105,5,16425
335,2025-02-02,10235,2052,5,41715
336,2025-12-10,10718,2115,2,11598
337,2025-07-12,10150,2174,5,28395
338,2024-03-18,10159,2162,3,23520
339,2024-05-03,10279,2101,2,15242
340,2024-03-15,10816,2084,5,36565
341,2024-05-16,10404,2061,1,5551
342,2025-08-24,10893,2125,1,8935
343,2025-02-03,10678,2200,1,9511
344,2025-05-19,10311,2071,1,9033
345,2025-05-14,10068,2070,1,7926
346,2025-07-26,10463,2139,2,9450
347,2024-05-17,10088,2108,4,25128
348,2024-02-19,10217,2191,4,29628
349,2025-09-10,10001,2021,2,1290
350,2025-09-16,10135,2131,2,16258
351,2024-09-10,10697,2082,3,9495
352,2025-09-21,10351,2088,4,30492
353,2025-12-10,10140,2111,1,840
354,2025-07-16,10618,2010,2,10630
355,2025-03-01,10133,2155,1,1548
356,2025-06-30,10620,2012,4,14900
357,2024-10-28,10178,2007,5,2545
358,2025-08-03,10810,2145,5,47420
359,2024-12-14,10358,2193,2,4276
360,2024-02-18,10380,2192,3,27900
361,2024-03-14,10908,2114,1,6462
362,2025-12-04,10871,2026,2,3498
363,2024-09-17,10658,2015,3,21921
364,2024-12-21,10450,2033,1,9341
365,2025-08-04,10586,2062,4,11900
366,2025-08-24,10463,2047,5,8705
367,2024-09-16,10990,2095,3,27165
368,2025-09-29,10108,2035,1,1600
369,2024-10-21,10122,2193,2,4276
370,2025-10-02,10017,2200,1,9511
371,2024-11-08,10196,2076,2,8748
372,2025-09-03,10327,2123,5,24685
373,2024-06-30,10318,2083,5,14965
374,2025-11-16,10809,2025,1,3679
375,2024-12-29,10479,2057,1,1207
376,2024-07-06,10252,2032,2,15654
377,2025-07-22,10503,2063,2,8220
378,2025-06-26,10999,2012,3,11175
379,2025-08-18,10119,2063,3,12330
380,2025-10-25,10674,2077,3,14133
381,2025-07-01,10710,2092,1,4943
382,2025-12-25,10498,2001,3,23355
383,2025-02-11,10486,2179,1,5237
384,2025-09-09,10045,2070,5,39630
385,2025-02-17,10314,2136,4,33368
386,2024-12-07,10179,2196,5,9410
387,2024-08-07,10894,2133,1,3638
388,2024-06-11,10418,2086,1,3583
389,2024-08-07,10556,2039,4,22064
390,2024-09-26,10783,2023,2,7080
391,2025-09-23,10078,2068,2,16958
392,2025-02-03,10326,2180,2,14050
393,2024-06-30,10690,2004,3,29805
394,2025-09-09,10357,2126,2,9214
395,2025-12-29,10416,2175,3,21330
396,2024-07-23,10963,2021,3,1935
397,2025-08-04,10515,2184,2,18296
398,2025-07-09,10214,2105,2,6570
399,2024-08-15,10854,2066,4,8940
400,2025-11-26,10074,2187,4,6716
401,2025-09-10,10563,2007,3,1527
402,2025-08-18,10579,2049,4,39528
403,2024-09-06,10509,2016,3,21522
404,2025-03-16,10332,2145,1,9484
405,2025-06-16,10093,2084,3,21939
406,2024-07-14,10688,2087,3,12657
407,2025-11-20,10657,2098,4,2592
408,2025-06-02,10519,2075,1,9924
409,2024-03-10,10269,2034,5,48300
410,2025-09-30,10376,2161,5,5180
411,2025-02-02,10834,2026,5,8745
412,2025-11-02,10004,2066,1,2235
413,2024-07-21,10138,2125,2,17870
414,2024-05-27,10231,2063,1,4110
415,2025-04-16,10600,2087,4,16876
416,2025-10-16,10529,2041,3,5529
417,2024-07-17,10052,2186,3,17844
418,2025-03-01,10646,2098,4,2592
419,2025-10-27,10723,2124,4,23740
420,2025-05-06,10325,2079,3,11622
421,2024-05-21,10992,2010,2,10630
422,2024-11-08,10970,2015,2,14614
423,2024-06-13,10905,2042,2,9716
424,2024-11-09,10731,2093,4,29080
425,2024-01-21,10717,2185,3,16734
426,2024-03-22,10723,2017,3,12549
427,2025-08-03,10277,2188,3,28722
428,2024-05-10,10536,2009,1,6795
429,2025-08-21,10486,2114,1,6462
430,2025-12-30,10516,2036,5,35760
431,2024-10-31,10152,2036,1,7152
432,2025-01-05,10955,2048,2,3250
433,2025-01-18,10483,2051,2,11202
434,2025-03-20,10259,2097,2,1570
435,2025-02-28,10324,2119,2,9812
436,2024-06-09,10869,2095,5,45275
437,2024-06-26,10168,2070,2,15852
438,2025-09-20,10688,2074,4,13268
439,2025-12-08,10310,2080,4,38832
440,2025-05-04,10803,2068,4,33916
441,2024-11-22,10479,2150,1,5417
442,2025-08-20,10056,2077,3,14133
443,2024-10-15,10620,2116,5,40370
444,2025-08-15,10473,2006,4,20464
445,2025-10-25,10296,2154,4,30180
446,2025-07-26,10461,2075,2,19848
447,2025-07-26,10324,2088,4,30492
448,2024-12-19,10814,2003,2,14738
449,2024-01-28,10846,2052,2,16686
450,2024-02-12,10141,2074,3,9951
451,2025-11-11,10667,2125,1,8935
452,2025-02-26,10262,2188,2,19148
453,2025-08-20,10785,2191,2,14814
454,2024-06-25,10420,2065,3,23691
455,2025-06-12,10744,2052,2,16686
456,2025-09-01,10241,2076,5,21870
457,2025-05-08,10355,2142,1,6407
458,2024-07-16,10849,2089,5,10895
459,2025-09-01,10770,2072,4,22996
460,2025-07-30,10761,2068,1,8479
461,2025-05-31,10589,2156,4,25088
462,2025-05-28,10180,2199,2,7584
463,2024-01-22,10066,2138,3,22506
464,2024-04-21,10820,2115,5,28995
465,2024-02-26,10348,2057,4,4828
466,2024-03-06,10171,2066,2,4470
467,2024-04-07,10474,2090,5,3680
468,2024-05-23,10534,2050,5,36320
469,2025-03-10,10367,2014,4,24796
470,2025-09-28,10107,2016,2,14348
471,2025-11-09,10439,2182,3,3567
472,2024-03-26,10835,2171,4,12876
473,2025-08-10,10227,2042,5,24290
474,2024-12-09,10444,2110,5,14540
475,2024-10-20,10442,2022,1,5510
476,2025-07-24,10396,2068,2,16958
477,2025-10-11,10728,2019,1,3773
478,2025-09-02,10581,2066,3,6705
479,2025-12-04,10084,2167,4,25108
480,2024-08-30,10615,2073,5,28955
481,2025-07-14,10551,2147,2,17572
482,2024-02-01,10013,2144,5,30780
483,2025-01-25,10809,2054,1,5972
484,2024-10-03,10825,2153,1,2460
485,2025-06-15,10693,2112,4,13268
486,2024-06-02,10493,2018,2,15454
487,2025-01-17,10268,2151,2,17858
488,2024-03-08,10525,2117,4,8756
489,2024-08-01,10120,2085,1,1132
490,2025-10-16,10970,2139,1,4725
491,2025-01-10,10353,2039,1,5516
492,2024-07-31,10057,2105,5,16425
493,2024-03-19,10040,2068,3,25437
494,2025-12-26,10886,2025,1,3679
495,2025-09-19,10336,2191,3,22221
496,2025-08-26,10640,2158,3,10392
497,2025-01-15,10173,2173,2,9698
498,2025-11-10,10547,2123,4,19748
499,2024-02-27,10259,2121,5,9710
500,2024-01-26,10888,2061,3,16653
501,2025-03-22,10517,2100,5,35245
502,2024-03-06,10730,2051,2,11202
503,2024-09-10,10523,2098,1,648
504,2024-02-13,10894,2137,3,21663
505,2024-04-06,10839,2002,4,7200
506,2025-07-07,10117,2005,2,7194
507,2024-08-14,10184,2190,5,45455
508,2025-11-09,10906,2197,1,1903
509,2025-03-11,10874,2180,5,35125
510,2025-08-23,10116,2086,4,14332
511,2025-01-13,10162,2133,3,10914
512,2024-06-26,10579,2187,4,6716
513,2025-03-02,10712,2068,5,42395
514,2025-12-09,10543,2009,5,33975
515,2024-11-02,10587,2093,4,29080
516,2025-05-18,10237,2150,4,21668
517,2024-09-24,10839,2155,4,6192
518,2025-08-08,10066,2138,1,7502
519,2024-01-08,10070,2125,5,44675
520,2025-05-22,10809,2061,2,11102
521,2025-04-20,10447,2051,1,5601
522,2024-10-23,10416,2010,1,5315
523,2024-06-12,10532,2134,1,8193
524,2025-04-29,10441,2062,2,5950
525,2025-08-19,10738,2113,4,11984
526,2024-03-12,10946,2133,5,18190
527,2025-07-20,10464,2122,3,27291
528,2025-07-12,10921,2198,3,28533
529,2024-08-25,10396,2191,5,37035
530,2024-04-13,10711,2123,2,9874
531,2024-07-28,10551,2184,3,27444
532,2025-07-07,10657,2187,1,1679
533,2025-04-12,10557,2063,3,12330
534,2025-03-29,10395,2111,5,4200
535,2024-09-24,10326,2089,1,2179
536,2025-01-20,10893,2187,3,5037
537,2025-01-21,10919,2051,5,28005
538,2024-09-15,10091,2178,2,13976
539,2024-10-09,10750,2132,5,44125
540,2025-09-17,10070,2104,2,3024
541,2024-02-09,10166,2123,1,4937
542,2025-04-30,10642,2048,5,8125
543,2024-08-07,10214,2032,4,31308
544,2024-05-08,10852,2120,4,35812
545,2025-06-03,10601,2179,4,20948
546,2025-09-04,10335,2180,4,28100
547,2025-11-18,10764,2099,4,18148
548,2025-09-10,10369,2074,2,6634
549,2025-09-04,10861,2034,5,48300
550,2024-09-16,10584,2164,1,8467
551,2024-12-31,10677,2070,4,31704
552,2025-06-27,10049,2171,4,12876
553,2025-10-10,10052,2110,1,2908
554,2025-06-07,10289,2016,1,7174
555,2024-01-16,10790,2059,4,28816
556,2024-05-08,10626,2181,2,8700
557,2025-07-28,10239,2019,1,3773
558,2024-04-18,10133,2095,5,45275
559,2025-06-16,10999,2113,5,14980
560,2025-10-31,10786,2041,2,3686
561,2024-09-25,10166,2081,3,2121
562,2024-06-10,10374,2175,2,14220
563,2024-09-16,10373,2103,4,23120
564,2024-04-11,10805,2054,3,17916
565,2025-05-20,10478,2183,4,22700
566,2025-07-24,10755,2095,5,45275
567,2024-09-03,10479,2147,1,8786
568,2025-10-01,10832,2062,4,11900
569,2025-06-20,10650,2099,5,22685
570,2024-05-10,10591,2093,2,14540
571,2024-12-18,10682,2187,4,6716
572,2024-07-14,10635,2065,5,39485
573,2025-10-27,10688,2068,1,8479
574,2025-01-16,10300,2028,4,37412
575,2025-10-06,10082,2018,5,38635
576,2024-08-14,10087,2026,4,6996
577,2025-12-01,10225,2104,1,1512
578,2025-04-20,10016,2147,4,35144
579,2025-04-21,10822,2055,4,22756
580,2024-09-21,10358,2119,5,24530
581,2025-01-06,10163,2124,3,17805
582,2025-04-30,10610,2185,4,22312
583,2025-03-09,10668,2134,3,24579
584,2025-10-07,10514,2129,2,12096
585,2024-07-29,10350,2008,4,25008
586,2025-07-25,10909,2051,3,16803
587,2025-01-11,10681,2085,2,2264
588,2025-01-29,10464,2025,5,18395
589,2025-03-25,10827,2175,4,28440
590,2024-12-29,10837,2183,5,28375
591,2025-04-01,10375,2192,2,18600
592,2025-12-25,10092,2083,5,14965
593,2025-12-28,10181,2093,5,36350
594,2024-08-13,10743,2117,1,2189
595,2024-05-10,10301,2138,2,15004
596,2025-08-10,10660,2056,5,14860
597,2025-04-20,10792,2012,3,11175
598,2024-10-03,10189,2161,2,2072
599,2024-06-04,10859,2120,1,8953
600,2024-08-05,10862,2071,4,36132
601,2024-07-08,10314,2017,5,20915
602,2025-02-20,10493,2189,3,20718
603,2025-11-05,10923,2122,1,9097
604,2025-11-22,10922,2124,2,11870
605,2025-06-29,10128,2010,5,26575
606,2024-02-10,10519,2031,1,8122
607,2024-11-02,10426,2060,1,4213
608,2024-12-03,10559,2070,3,23778
609,2024-11-09,10565,2017,4,16732
610,2024-03-15,10187,2050,4,29056
611,2024-10-05,10550,2037,4,36528
612,2024-06-24,10453,2190,2,18182
613,2025-10-23,10471,2118,1,3767
614,2024-09-29,10988,2200,2,19022
615,2025-09-11,10738,2157,1,3029
616,2025-10-12,10565,2160,3,4389
617,2024-10-15,10911,2080,3,29124
618,2025-12-24,10224,2011,2,3144
619,2024-09-28,10154,2134,2,16386
620,2024-03-06,10560,2123,3,14811
621,2025-04-27,10351,2035,5,8000
622,2024-09-04,10147,2033,4,37364
623,2024-06-04,10905,2018,4,30908
624,2024-02-16,10576,2165,3,27702
625,2025-03-29,10349,2013,4,7264
626,2024-07-19,10182,2090,5,3680
627,2025-10-21,10637,2110,5,14540
628,2024-05-03,10179,2192,1,9300
629,2024-01-01,10039,2001,2,15570
630,2025-10-01,10772,2063,4,16440
631,2024-07-09,10894,2034,5,48300
632,2025-08-01,10003,2103,2,11560
633,2025-05-30,10064,2010,2,10630
634,2025-03-17,10029,2128,1,9285
635,2024-05-22,10372,2007,2,1018
636,2024-07-09,10523,2056,2,5944
637,2025-06-16,10097,2080,3,29124
638,2024-08-14,10870,2165,1,9234
639,2024-11-08,10442,2157,1,3029
640,2025-09-20,10203,2012,4,14900
641,2024-10-28,10411,2145,2,18968
642,2025-10-15,10993,2048,4,6500
643,2025-04-04,10021,2026,5,8745
644,2025-02-04,10551,2112,2,6634
645,2025-07-04,10735,2122,5,45485
646,2025-01-27,10102,2012,3,11175
647,2024-07-25,10046,2149,2,19650
648,2024-07-28,10066,2042,4,19432
649,2024-04-24,10603,2061,4,22204
650,2025-10-07,10164,2058,2,4608
651,2024-09-07,10971,2182,4,4756
652,2024-08-06,10111,2034,2,19320
653,2025-02-10,10338,2007,1,509
654,2025-03-18,10123,2109,4,27028
655,2025-08-25,10705,2035,2,3200
656,2024-12-19,10447,2015,2,14614
657,2025-07-11,10611,2193,4,8552
658,2025-07-03,10291,2025,1,3679
659,2024-05-21,10671,2059,4,28816
660,2025-09-03,10412,2079,2,7748
661,2025-05-15,10615,2086,1,3583
662,2025-12-02,10897,2134,5,40965
663,2025-06-30,10281,2180,3,21075
664,2025-10-20,10043,2088,4,30492
665,2025-06-25,10486,2149,2,19650
666,2025-05-21,10596,2071,1,9033
667,2025-08-18,10963,2121,1,1942
668,2024-10-07,10703,2093,5,36350
669,2025-02-27,10051,2096,4,11472
670,2024-09-26,10898,2032,1,7827
671,2024-06-02,10210,2053,5,2860
672,2025-09-05,10126,2059,2,14408
673,2025-12-27,10492,2069,5,14640
674,2025-10-23,10509,2190,4,36364
675,2024-03-23,10960,2132,5,44125
676,2025-09-13,10970,2086,1,3583
677,2025-03-01,10581,2018,1,7727
678,2024-10-01,10777,2081,3,2121
679,2025-12-13,10258,2114,5,32310
680,2024-10-10,10930,2184,2,18296
681,2024-06-21,10188,2024,4,3928
682,2024-11-22,10230,2066,3,6705
683,2025-12-18,10189,2141,5,39365
684,2024-03-03,10415,2062,2,5950
685,2024-03-13,10010,2054,3,17916
686,2025-09-27,10114,2143,1,6597
687,2025-01-09,10076,2197,4,7612
688,2025-09-24,10676,2131,5,40645
689,2025-05-22,10502,2037,2,18264
690,2025-02-01,10085,2037,1,9132
691,2024-04-29,10049,2131,3,24387
692,2025-03-12,10495,2191,4,29628
693,2025-11-06,10838,2035,3,4800
694,2025-04-09,10689,2180,3,21075
695,2024-10-12,10387,2124,2,11870
696,2024-09-21,10970,2156,1,6272
697,2024-11-15,10389,2018,5,38635
